case	model	table	phase	weight	calls	total_ms	avg_us	lhs_shape	rhs_shape	sequence_len
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.1.mlp.down_proj.weight	1	0.218773	218.773	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.1.mlp.gate_up_proj.weight	1	0.243613	243.613	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.1.self_attn.o_proj.weight	1	0.267782	267.782	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.1.self_attn.qkv_proj.weight	1	0.310561	310.561	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.10.mlp.down_proj.weight	1	0.269102	269.102	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.10.mlp.gate_up_proj.weight	1	0.241113	241.113	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.10.self_attn.o_proj.weight	1	0.272002	272.002	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.10.self_attn.qkv_proj.weight	1	0.297971	297.971	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.11.mlp.down_proj.weight	1	0.220303	220.303	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.11.mlp.gate_up_proj.weight	1	0.249583	249.583	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.11.self_attn.o_proj.weight	1	0.274462	274.462	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.11.self_attn.qkv_proj.weight	1	0.302501	302.501	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.12.mlp.down_proj.weight	1	0.216404	216.404	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.12.mlp.gate_up_proj.weight	1	0.248893	248.893	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.12.self_attn.o_proj.weight	1	0.274042	274.042	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.12.self_attn.qkv_proj.weight	1	0.303131	303.131	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.13.mlp.down_proj.weight	1	0.217054	217.054	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.13.mlp.gate_up_proj.weight	1	0.246353	246.353	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.13.self_attn.o_proj.weight	1	0.273372	273.372	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.13.self_attn.qkv_proj.weight	1	0.306931	306.931	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.14.mlp.down_proj.weight	1	0.222294	222.294	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.14.mlp.gate_up_proj.weight	1	0.253233	253.233	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.14.self_attn.o_proj.weight	1	0.277212	277.212	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.14.self_attn.qkv_proj.weight	1	0.298331	298.331	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.15.mlp.down_proj.weight	1	0.218864	218.864	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.15.mlp.gate_up_proj.weight	1	0.242633	242.633	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.15.self_attn.o_proj.weight	1	0.276732	276.732	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.15.self_attn.qkv_proj.weight	1	0.309171	309.171	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.16.mlp.down_proj.weight	1	0.220034	220.034	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.16.mlp.gate_up_proj.weight	1	0.249883	249.883	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.16.self_attn.o_proj.weight	1	0.272842	272.842	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.16.self_attn.qkv_proj.weight	1	0.303641	303.641	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.17.mlp.down_proj.weight	1	0.213684	213.684	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.17.mlp.gate_up_proj.weight	1	0.244743	244.743	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.17.self_attn.o_proj.weight	1	0.272182	272.182	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.17.self_attn.qkv_proj.weight	1	0.303801	303.801	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.18.mlp.down_proj.weight	1	0.222344	222.344	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.18.mlp.gate_up_proj.weight	1	0.244693	244.693	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.18.self_attn.o_proj.weight	1	0.275502	275.502	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.18.self_attn.qkv_proj.weight	1	0.302532	302.532	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.19.mlp.down_proj.weight	1	0.217594	217.594	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.19.mlp.gate_up_proj.weight	1	0.242003	242.003	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.19.self_attn.o_proj.weight	1	0.272602	272.602	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.19.self_attn.qkv_proj.weight	1	0.294721	294.721	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.2.mlp.down_proj.weight	1	0.218634	218.634	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.2.mlp.gate_up_proj.weight	1	0.239353	239.353	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.2.self_attn.o_proj.weight	1	0.268272	268.272	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.2.self_attn.qkv_proj.weight	1	0.300111	300.111	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.20.mlp.down_proj.weight	1	0.218453	218.453	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.20.mlp.gate_up_proj.weight	1	0.244643	244.643	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.20.self_attn.o_proj.weight	1	0.268282	268.282	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.20.self_attn.qkv_proj.weight	1	0.296632	296.632	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.21.mlp.down_proj.weight	1	0.241253	241.253	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.21.mlp.gate_up_proj.weight	1	0.241193	241.193	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.21.self_attn.o_proj.weight	1	0.276342	276.342	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.21.self_attn.qkv_proj.weight	1	0.301901	301.901	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.22.mlp.down_proj.weight	1	0.221514	221.514	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.22.mlp.gate_up_proj.weight	1	0.257602	257.602	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.22.self_attn.o_proj.weight	1	0.280981	280.981	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.22.self_attn.qkv_proj.weight	1	0.304121	304.121	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.23.mlp.down_proj.weight	1	0.221693	221.693	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.23.mlp.gate_up_proj.weight	1	0.243182	243.182	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.23.self_attn.o_proj.weight	1	0.272882	272.882	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.23.self_attn.qkv_proj.weight	1	0.383309	383.309	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.24.mlp.down_proj.weight	1	0.221693	221.693	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.24.mlp.gate_up_proj.weight	1	0.241263	241.263	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.24.self_attn.o_proj.weight	1	0.275772	275.772	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.24.self_attn.qkv_proj.weight	1	0.302061	302.061	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.25.mlp.down_proj.weight	1	0.222944	222.944	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.25.mlp.gate_up_proj.weight	1	0.240293	240.293	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.25.self_attn.o_proj.weight	1	0.272102	272.102	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.25.self_attn.qkv_proj.weight	1	0.309980	309.980	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.26.mlp.down_proj.weight	1	0.216403	216.403	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.26.mlp.gate_up_proj.weight	1	0.251363	251.363	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.26.self_attn.o_proj.weight	1	0.294801	294.801	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.26.self_attn.qkv_proj.weight	1	0.296422	296.422	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.27.mlp.down_proj.weight	1	0.241383	241.383	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.27.mlp.gate_up_proj.weight	1	0.250893	250.893	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.27.self_attn.o_proj.weight	1	0.270482	270.482	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.27.self_attn.qkv_proj.weight	1	0.300931	300.931	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.3.mlp.down_proj.weight	1	0.220724	220.724	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.3.mlp.gate_up_proj.weight	1	0.234494	234.494	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.3.self_attn.o_proj.weight	1	0.258602	258.602	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.3.self_attn.qkv_proj.weight	1	0.294561	294.561	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.4.mlp.down_proj.weight	1	0.221203	221.203	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.4.mlp.gate_up_proj.weight	1	0.225533	225.533	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.4.self_attn.o_proj.weight	1	0.272482	272.482	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.4.self_attn.qkv_proj.weight	1	0.296701	296.701	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.5.mlp.down_proj.weight	1	0.217984	217.984	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.5.mlp.gate_up_proj.weight	1	0.227554	227.554	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.5.self_attn.o_proj.weight	1	0.274862	274.862	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.5.self_attn.qkv_proj.weight	1	0.299301	299.301	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.6.mlp.down_proj.weight	1	0.219704	219.704	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.6.mlp.gate_up_proj.weight	1	0.245093	245.093	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.6.self_attn.o_proj.weight	1	0.274032	274.032	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.6.self_attn.qkv_proj.weight	1	0.298651	298.651	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.7.mlp.down_proj.weight	1	0.217794	217.794	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.7.mlp.gate_up_proj.weight	1	0.242773	242.773	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.7.self_attn.o_proj.weight	1	0.274262	274.262	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.7.self_attn.qkv_proj.weight	1	0.301111	301.111	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.8.mlp.down_proj.weight	1	0.216003	216.003	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.8.mlp.gate_up_proj.weight	1	0.249873	249.873	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.8.self_attn.o_proj.weight	1	0.274552	274.552	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.8.self_attn.qkv_proj.weight	1	0.298621	298.621	[1x19x1024]	[4096x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.9.mlp.down_proj.weight	1	0.217474	217.474	[1x19x3072]	[1024x384]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.9.mlp.gate_up_proj.weight	1	0.248583	248.583	[1x19x1024]	[6144x128]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.9.self_attn.o_proj.weight	1	0.274602	274.602	[1x19x2048]	[1024x256]	19
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	linear_quantized	prefill	model.layers.9.self_attn.qkv_proj.weight	1	0.304791	304.791	[1x19x1024]	[4096x128]	19
